Attrition_Flag,Customer_Age,Gender,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Avg_Open_To_Buy,Avg_Utilization_Ratio,Attrition E,Gender E
Existing Customer,46,F,2,22,6,1,3,678,0.706,0,1
Existing Customer,47,F,4,36,3,1,3,12160,0.146,0,1
Existing Customer,36,F,2,25,3,1,2,3532,0.262,0,1
Existing Customer,40,M,4,34,4,2,3,21411,0.075,0,0
Existing Customer,57,M,2,38,6,1,3,20728,0.099,0,0
Existing Customer,48,M,1,36,3,1,0,614,0.804,0,0
Existing Customer,58,F,3,53,5,3,2,4004,0.309,0,1
Existing Customer,48,M,3,36,5,2,3,5490,0.202,0,0
Existing Customer,48,M,3,41,3,2,2,32985,0.044,0,0
Existing Customer,53,F,2,34,6,2,1,606,0.708,0,1
Existing Customer,50,M,2,44,3,3,0,4589,0,0,0
Attrited Customer,52,F,1,40,1,2,2,2317,0,1,1
Attrited Customer,53,F,2,45,1,1,1,463,0.766,1,1
Existing Customer,56,F,1,47,3,2,1,6038,0,0,1
Existing Customer,44,M,5,32,5,3,2,14033,0.059,0,0
Existing Customer,49,M,3,39,3,3,2,28516,0.039,0,0
Attrited Customer,54,M,2,42,3,3,2,4320,0,1,0
Existing Customer,39,F,1,36,6,1,3,11213,0,0,1
Existing Customer,39,F,3,29,5,1,2,26181,0,0,1
Existing Customer,41,F,4,31,3,1,0,5773,0,0,1
Attrited Customer,53,M,2,36,1,3,3,4503,0,1,0
Existing Customer,47,M,3,36,6,2,2,28205,0.053,0,0
Existing Customer,46,F,2,28,5,1,1,3104,0.381,0,1
Existing Customer,53,F,1,47,6,1,2,2371,0.312,0,1
Existing Customer,60,M,1,50,6,2,2,22334,0.046,0,0
Existing Customer,59,F,0,46,4,1,2,1433,0.529,0,1
Existing Customer,38,M,1,29,5,2,1,12404,0.15,0,0
Existing Customer,56,M,4,36,3,2,2,2210,0.428,0,0
Attrited Customer,35,M,3,29,2,1,3,15119,0.112,1,0
Existing Customer,50,M,3,44,4,2,3,22251,0.036,0,0
Existing Customer,53,M,2,36,4,2,0,27997,0.041,0,0
Existing Customer,63,M,2,49,5,2,3,11974,0.147,0,0
Attrited Customer,43,F,2,24,2,3,2,445,0.85,1,1
Existing Customer,46,M,2,30,6,3,0,17193,0.075,0,0
Existing Customer,61,M,1,46,5,3,2,1063,0.517,0,0
Existing Customer,37,F,0,25,4,3,2,578,0.72,0,1
Existing Customer,42,F,5,23,4,2,2,22942,0.067,0,1
Existing Customer,41,M,2,29,3,2,2,15015,0.056,0,0
Attrited Customer,56,M,2,50,2,2,3,16867,0,1,0
Existing Customer,56,M,3,37,3,3,0,1257,0.548,0,0
Attrited Customer,52,F,3,47,3,3,2,2972,0,1,1
Existing Customer,40,F,3,36,5,3,2,2889,0.436,0,1
Existing Customer,63,M,1,53,6,6,2,518,0.82,0,0
Existing Customer,58,M,1,46,4,1,0,5579,0,0,0
Existing Customer,58,M,4,44,5,1,3,9861,0.179,0,0
Existing Customer,46,M,2,36,6,3,3,32919,0.046,0,0
Existing Customer,37,F,1,29,5,2,2,3509,0.201,0,1
Existing Customer,46,M,4,35,4,3,3,17602,0.039,0,0
Existing Customer,46,F,4,37,5,3,2,1801,0.523,0,1
Existing Customer,41,M,1,29,5,1,3,19936,0.081,0,0
Existing Customer,48,F,3,40,4,1,2,1145,0.403,0,1
Existing Customer,49,F,3,33,5,3,2,8282,0.171,0,1
Existing Customer,44,M,2,35,3,2,2,9812,0.176,0,0
Existing Customer,39,F,3,36,4,2,0,750,0.671,0,1
Existing Customer,57,M,1,48,3,1,2,3539,0,0,0
Existing Customer,48,M,3,36,5,1,3,29228,0.044,0,0
Existing Customer,47,M,3,42,4,1,0,22557,0.079,0,0
Existing Customer,56,F,1,52,6,1,2,17561,0,0,1
Existing Customer,54,F,0,40,3,1,2,1638,0,0,1
Existing Customer,54,M,1,36,3,3,2,731,0.752,0,0
Existing Customer,52,M,4,42,6,1,0,4626,0.194,0,0
Existing Customer,43,M,4,34,5,2,2,31471,0.055,0,0
Existing Customer,59,M,1,48,6,3,3,5648,0.221,0,0
Existing Customer,44,M,1,34,6,2,0,990,0.657,0,0
Existing Customer,56,F,1,36,6,2,3,1384,0.476,0,1
Existing Customer,45,F,4,35,6,3,0,758,0.729,0,1
Existing Customer,55,M,1,45,3,3,3,15985,0.048,0,0
Existing Customer,48,F,3,41,4,1,3,7664,0.179,0,1
Existing Customer,56,F,5,43,4,1,0,246,0.911,0,1
Existing Customer,41,M,3,36,5,3,2,16347,0.06,0,0
Existing Customer,65,F,1,36,3,2,0,705,0.78,0,1
Existing Customer,34,M,4,26,3,3,2,3314,0.35,0,0
Existing Customer,56,M,3,39,3,1,2,1438,0.636,0,0
Existing Customer,62,F,1,48,5,3,1,1155,0.632,0,1
Attrited Customer,45,F,3,36,3,3,3,3318,0.176,1,1
Existing Customer,38,F,2,32,5,3,3,2264,0,0,1
Existing Customer,49,M,3,44,5,2,2,19612,0.093,0,0
Existing Customer,58,M,2,45,3,2,0,4850,0.24,0,0
Existing Customer,41,F,4,31,4,2,3,717,0.698,0,1
Existing Customer,33,M,2,13,3,3,3,242,0.877,0,0
Existing Customer,47,F,4,37,6,2,2,3172,0.255,0,1
Existing Customer,56,F,1,49,5,1,0,3945,0.226,0,1
Existing Customer,51,M,1,45,3,2,3,711,0.78,0,0
Existing Customer,49,M,1,41,6,1,3,19254,0.048,0,0
Attrited Customer,50,M,1,39,3,2,3,25375,0.078,1,0
Existing Customer,55,F,3,47,5,2,0,389,0.798,0,1
Existing Customer,26,M,0,13,6,3,2,566,0.781,0,0
Attrited Customer,58,M,1,47,3,3,3,10352,0.148,1,0
Existing Customer,46,M,3,42,3,2,2,32403,0.061,0,0
Existing Customer,48,M,4,31,6,3,1,33503,0.029,0,0
Existing Customer,42,M,4,32,4,1,2,5504,0,0,0
Existing Customer,37,M,4,28,4,1,2,8818,0.12,0,0
Existing Customer,63,F,0,49,5,3,0,1240,0.651,0,1
Existing Customer,50,M,3,44,4,3,4,18340,0.076,0,0
Existing Customer,41,F,1,31,6,3,2,4131,0.169,0,1
Existing Customer,48,F,3,40,3,2,3,1514,0.514,0,1
Existing Customer,46,M,2,41,4,2,0,19194,0.108,0,0
Existing Customer,61,M,0,51,4,2,2,4092,0.257,0,0
Existing Customer,59,F,0,53,4,3,2,4388,0.204,0,1
Attrited Customer,53,F,2,39,1,2,3,1438.3,0,1,1
Existing Customer,39,F,3,28,5,3,0,5796,0.202,0,1
Existing Customer,51,M,3,40,6,3,2,5627,0.231,0,0
Attrited Customer,45,M,2,25,3,5,3,1438.3,0,1,0
Existing Customer,48,M,4,30,4,3,3,6325,0.18,0,0
Existing Customer,47,M,1,37,6,3,0,2053,0,0,0
Existing Customer,41,M,2,32,3,1,3,10287,0.197,0,0
Existing Customer,48,M,4,36,3,3,2,24842,0.061,0,0
Existing Customer,50,F,4,36,6,2,0,1197,0.617,0,1
Existing Customer,56,F,2,48,6,1,2,2671,0.458,0,1
Existing Customer,39,F,2,36,6,3,3,9476,0,0,1
Existing Customer,47,M,1,37,6,3,3,10055,0.142,0,0
Existing Customer,44,M,2,33,4,1,3,13301,0,0,0
Existing Customer,61,F,1,47,4,2,3,1438.3,0,0,1
Attrited Customer,43,F,2,37,3,3,1,1438.3,0,1,1
Attrited Customer,59,M,1,36,3,2,3,6705,0,1,0
Existing Customer,42,F,2,31,4,2,0,22718,0,0,1
Existing Customer,40,M,4,28,4,2,2,22193,0.075,0,0
Existing Customer,65,M,2,56,4,2,4,1308,0.436,0,0
Existing Customer,48,M,1,29,4,3,2,18284,0.054,0,0
Existing Customer,44,M,2,34,5,3,1,3338,0.374,0,0
Existing Customer,36,F,4,31,5,2,0,14424,0.081,0,1
Existing Customer,45,M,4,30,6,2,2,16731,0.051,0,0
Existing Customer,39,M,2,34,6,3,2,17438,0,0,0
Existing Customer,40,M,4,25,3,3,1,1962,0,0,0
Attrited Customer,62,M,0,56,3,3,2,8077,0,1,0
Existing Customer,26,M,0,13,6,1,2,1674,0.491,0,0
Existing Customer,60,M,0,53,5,3,2,674,0.719,0,0
Existing Customer,54,F,3,42,6,1,0,7257,0.216,0,1
Existing Customer,62,M,0,36,6,3,3,2779,0.244,0,0
Attrited Customer,57,M,2,50,2,5,3,6462,0,1,0
Existing Customer,59,M,0,48,4,2,2,1638,0,0,0
Existing Customer,46,M,4,38,3,3,2,1855,0.572,0,0
Existing Customer,44,M,4,32,5,3,2,2199,0.32,0,0
Attrited Customer,48,M,4,36,1,3,1,9345,0.212,1,0
Existing Customer,43,M,2,24,4,2,0,32578,0.056,0,0
Existing Customer,57,M,4,38,6,6,2,17841,0.099,0,0
Existing Customer,46,M,3,36,4,2,2,23140,0.07,0,0
Existing Customer,40,M,3,36,4,2,1,1649,0.545,0,0
Existing Customer,54,M,1,36,4,1,2,5215,0.155,0,0
Existing Customer,57,F,1,48,5,1,0,9008,0.178,0,1
Existing Customer,44,M,4,28,6,2,3,11338,0,0,0
Existing Customer,47,F,2,35,3,2,2,4360,0.214,0,1
Existing Customer,47,M,4,36,4,1,1,18959,0.036,0,0
Existing Customer,50,F,2,43,6,2,3,1515,0.482,0,1
Existing Customer,53,F,3,33,4,3,3,3528,0.314,0,1
Attrited Customer,56,M,1,44,5,3,3,1704,0,1,0
Attrited Customer,55,M,1,46,2,2,3,1438.3,0,1,0
Existing Customer,53,F,4,36,6,1,3,1804,0.393,0,1
Attrited Customer,61,M,1,49,1,2,2,4684,0.144,1,0
Existing Customer,57,M,2,38,3,1,2,914,0.666,0,0
Existing Customer,50,M,2,37,6,2,1,576.3,0.599,0,0
Existing Customer,56,F,2,45,4,3,0,3624,0.33,0,1
Existing Customer,52,M,2,44,5,1,1,32342,0.063,0,0
Existing Customer,60,M,0,36,6,2,2,665,0.663,0,0
Existing Customer,49,M,4,40,3,1,1,6462,0.258,0,0
Existing Customer,46,F,4,41,4,1,1,7315,0.159,0,1
Existing Customer,42,M,1,36,6,1,2,8537,0.077,0,0
Existing Customer,45,M,3,33,6,5,0,6287,0.185,0,0
Attrited Customer,45,F,4,38,3,4,3,4908,0,1,1
Attrited Customer,44,F,3,38,6,1,3,7222,0,1,1
Existing Customer,61,M,0,48,6,2,2,21740,0,0,0
Attrited Customer,55,M,3,44,3,2,2,2323,0,1,0
Existing Customer,44,M,4,29,4,2,2,7788,0,0,0
Attrited Customer,55,F,1,36,4,1,3,1077.3,0.251,1,1
Existing Customer,57,M,2,36,3,2,2,22386,0.055,0,0
Existing Customer,45,M,2,40,6,3,1,11017,0.059,0,0
Existing Customer,57,F,0,45,3,2,2,1433,0.371,0,1
Existing Customer,31,M,0,22,3,3,0,2935,0.275,0,0
Existing Customer,34,F,2,24,6,2,2,1810,0.506,0,1
Attrited Customer,53,F,1,36,2,2,3,1438.3,0,1,1
Existing Customer,35,F,1,28,4,5,2,1943,0.448,0,1
Existing Customer,44,F,4,36,4,1,0,1717,0,0,1
Existing Customer,50,M,1,45,3,2,2,15628,0.07,0,0
Existing Customer,33,M,3,25,4,2,3,14330,0.128,0,0
Existing Customer,50,M,3,45,4,2,3,20754,0.051,0,0
Existing Customer,51,M,4,41,5,2,0,14460,0.09,0,0
Existing Customer,56,F,4,46,5,3,2,3121,0.269,0,1
Existing Customer,55,F,3,29,6,1,2,6052,0.178,0,1
Existing Customer,26,M,0,36,4,1,3,959.3,0.333,0,0
Existing Customer,42,F,3,33,6,3,3,7551,0.125,0,1
Existing Customer,54,M,2,44,4,3,3,17045,0.091,0,0
Existing Customer,44,F,3,36,4,2,3,20423,0.039,0,1
Existing Customer,65,F,0,56,5,3,0,1391,0.53,0,1
Existing Customer,38,F,3,29,4,2,2,9799,0.135,0,1
Existing Customer,58,M,3,40,6,1,3,5791,0.303,0,0
Existing Customer,39,F,3,28,4,2,2,1032,0.682,0,1
Existing Customer,52,M,2,36,5,1,2,1623,0.456,0,0
Existing Customer,45,F,3,31,4,1,0,7928,0.102,0,1
Existing Customer,42,M,3,33,3,3,2,1544,0.584,0,0
Attrited Customer,42,M,2,28,6,1,3,7340,0,1,0
Existing Customer,57,M,4,51,4,2,3,16952,0,0,0
Attrited Customer,55,M,3,35,4,1,3,20865,0,1,0
Existing Customer,44,F,3,25,6,3,2,2043,0.337,0,1
Existing Customer,37,F,3,24,3,2,2,9034,0.146,0,1
Existing Customer,50,F,3,42,4,1,2,2240,0,0,1
Existing Customer,51,M,2,40,5,1,2,10674,0.128,0,0
Existing Customer,37,M,1,21,6,2,0,5120,0,0,0
Existing Customer,36,F,2,24,3,1,3,1531,0.51,0,1
Existing Customer,51,F,2,36,5,3,0,8776,0.221,0,1
Existing Customer,65,M,1,56,3,3,2,447,0.819,0,0
Existing Customer,43,M,2,28,4,2,3,20802,0.061,0,0
Existing Customer,46,M,3,32,6,2,3,11477,0,0,0
Existing Customer,43,F,2,33,5,2,2,3081,0.217,0,1
Existing Customer,56,M,3,50,3,3,3,6650,0.171,0,0
Existing Customer,43,M,3,34,6,2,0,11254,0.183,0,0
Attrited Customer,53,M,1,48,3,3,3,28865,0.046,1,0
Existing Customer,50,M,2,41,6,2,2,1482,0.543,0,0
Existing Customer,43,F,3,36,6,1,3,557,0.81,0,1
Existing Customer,54,M,3,36,6,1,2,305.3,0.788,0,0
Existing Customer,33,M,2,25,6,3,3,5751,0.079,0,0
Existing Customer,58,F,2,49,3,1,3,5009,0.189,0,1
Existing Customer,41,M,3,26,4,3,2,9995,0.153,0,0
Existing Customer,48,M,3,39,5,2,2,3780,0.202,0,0
Existing Customer,55,M,2,36,5,2,0,3727,0.403,0,0
Attrited Customer,54,F,2,45,3,1,3,1132.3,0.213,1,1
Existing Customer,51,F,3,34,3,1,2,32938,0.046,0,1
Existing Customer,35,M,3,24,4,1,2,22697,0.037,0,0
Existing Customer,50,M,3,36,5,2,3,23066,0.068,0,0
Attrited Customer,55,M,4,41,2,2,2,26660,0.033,1,0
Existing Customer,45,F,0,35,6,1,3,4237,0.285,0,1
Existing Customer,34,M,2,36,6,1,2,6255,0.271,0,0
Existing Customer,55,F,4,41,4,3,3,639,0.798,0,1
Attrited Customer,48,F,2,36,5,1,3,6351,0.112,1,1
Existing Customer,46,M,4,35,5,1,2,835,0.456,0,0
Attrited Customer,61,F,0,56,3,3,3,1568,0.261,1,1
Existing Customer,48,M,1,35,3,2,2,15918,0.071,0,0
Existing Customer,51,F,1,42,6,2,2,3435,0.41,0,1
Existing Customer,39,M,3,29,3,1,3,1020,0.712,0,0
Existing Customer,43,M,3,33,3,1,3,32387,0.062,0,0
Existing Customer,53,M,3,47,6,4,3,16320,0,0,0
Existing Customer,38,M,2,36,5,3,3,1564,0.35,0,0
Existing Customer,49,F,2,43,4,1,2,3538,0,0,1
Existing Customer,37,F,0,31,5,2,2,1303,0.515,0,1
Existing Customer,53,M,3,36,4,3,2,31999,0.073,0,0
Existing Customer,46,M,2,40,4,2,2,15459,0,0,0
Existing Customer,44,F,3,36,5,3,3,4307,0,0,1
Existing Customer,50,F,1,46,4,2,3,846,0.593,0,1
Existing Customer,58,F,2,47,3,2,2,1380,0.515,0,1
Existing Customer,55,M,3,51,3,1,3,33250,0.037,0,0
Existing Customer,44,M,3,35,6,1,2,5069,0.203,0,0
Existing Customer,57,M,4,38,4,1,3,13875,0.101,0,0
Existing Customer,57,M,1,48,5,1,3,617,0.757,0,0
Attrited Customer,48,M,3,42,1,1,3,9959,0,1,0
Existing Customer,51,M,1,39,3,3,2,6279,0.286,0,0
Existing Customer,53,F,3,48,6,1,3,1862,0.457,0,1
Existing Customer,45,F,1,36,6,2,2,1438.3,0,0,1
Existing Customer,41,M,4,32,5,3,2,17095,0.05,0,0
Existing Customer,51,F,4,42,3,1,3,927,0.654,0,1
Existing Customer,46,F,2,35,6,4,3,2941,0.371,0,1
Existing Customer,40,F,5,35,3,1,3,755,0.692,0,1
Existing Customer,33,M,2,28,3,3,3,4049,0,0,0
Existing Customer,53,M,1,38,6,2,2,7158,0.122,0,0
Existing Customer,63,M,1,36,5,3,2,2988,0.345,0,0
Existing Customer,61,M,0,36,4,2,1,18370,0.051,0,0
Attrited Customer,56,M,4,46,3,3,3,410,0.825,1,0
Existing Customer,53,M,2,47,6,3,0,12459,0.1,0,0
Attrited Customer,62,F,2,52,4,2,2,1977,0.206,1,1
Existing Customer,50,F,4,36,6,1,2,30365,0.056,0,1
Existing Customer,37,M,4,30,5,3,2,61,0.976,0,0
Existing Customer,62,F,0,52,6,3,2,7512,0.17,0,1
Existing Customer,49,M,3,41,4,1,2,34516,0,0,0
Existing Customer,57,F,3,51,6,1,0,8362,0,0,1
Existing Customer,55,M,2,36,3,2,3,4256,0.347,0,0
Existing Customer,50,M,1,42,3,3,4,2868,0.292,0,0
Existing Customer,48,M,3,37,3,3,2,10294,0.139,0,0
Existing Customer,60,F,1,48,3,2,2,2070,0,0,1
Existing Customer,46,M,1,32,5,2,1,10545,0.109,0,0
Existing Customer,47,M,2,35,4,3,2,2626,0.278,0,0
Existing Customer,54,M,2,36,3,3,3,8550,0.227,0,0
Existing Customer,53,M,2,40,3,3,3,9827,0.127,0,0
Existing Customer,56,F,3,36,4,1,0,3452,0.324,0,1
Existing Customer,56,F,4,36,5,1,1,529,0.745,0,1
Existing Customer,41,M,3,24,4,3,3,2463,0.402,0,0
Existing Customer,60,F,1,42,5,3,3,4568,0.226,0,1
Existing Customer,40,M,5,25,6,2,3,7319,0.069,0,0
Existing Customer,49,F,3,36,6,2,2,5076,0.142,0,1
Existing Customer,46,M,4,41,5,3,2,4996,0.259,0,0
Existing Customer,36,F,3,36,6,1,2,2338,0.397,0,1
Existing Customer,57,F,2,45,4,2,0,855,0.657,0,1
Existing Customer,38,M,1,23,4,3,2,21162,0.045,0,0
Existing Customer,50,M,3,36,4,3,1,32974,0.045,0,0
Existing Customer,62,M,0,51,3,2,0,4483,0.177,0,0
Attrited Customer,43,M,3,35,2,2,3,1438.3,0,1,0
Existing Customer,44,F,5,24,4,3,3,779,0.611,0,1
Existing Customer,39,M,2,32,6,3,2,5821,0.246,0,0
Existing Customer,38,M,2,23,4,1,1,16379,0.101,0,0
Existing Customer,44,F,4,39,4,2,2,6282,0.227,0,1
Existing Customer,43,M,3,32,6,2,3,4191,0.284,0,0
Existing Customer,54,M,1,40,6,3,3,9318,0.092,0,0
Existing Customer,38,F,3,32,5,1,0,26218,0.027,0,1
Existing Customer,55,M,2,36,6,3,3,825,0.632,0,0
Existing Customer,42,M,5,36,4,1,2,32677,0.053,0,0
Attrited Customer,56,M,3,45,5,3,2,12248,0,1,0
Attrited Customer,59,F,1,50,3,2,3,1438.3,0,1,1
Existing Customer,46,M,4,28,4,3,2,18665,0.059,0,0
Existing Customer,55,F,2,45,3,3,3,2163,0,0,1
Existing Customer,52,M,1,41,4,2,2,32875,0.029,0,0
Existing Customer,39,F,2,26,3,1,2,3317,0.268,0,1
Existing Customer,42,F,4,26,5,2,3,1245,0.578,0,1
Attrited Customer,43,F,4,23,6,2,3,7314,0.051,1,1
Existing Customer,47,F,1,36,5,1,0,23441,0.086,0,1
Existing Customer,42,F,4,36,5,3,2,16011,0.087,0,1
Existing Customer,39,M,1,24,4,3,3,2573,0.318,0,0
Existing Customer,50,M,1,45,5,2,2,9070,0.123,0,0
Existing Customer,57,M,2,51,4,1,1,24965,0.056,0,0
Existing Customer,41,M,4,30,4,6,1,483,0.803,0,0
Existing Customer,52,F,1,36,5,1,2,1272,0.594,0,1
Existing Customer,43,M,2,36,4,3,2,6976,0,0,0
Existing Customer,42,M,3,36,4,3,1,19626,0.071,0,0
Existing Customer,58,F,2,53,6,2,3,639,0.684,0,1
Existing Customer,42,M,4,34,3,2,3,33848,0.019,0,0
Existing Customer,55,M,1,45,5,3,3,8069,0.19,0,0
Existing Customer,38,M,2,28,4,3,2,19038,0.059,0,0
Existing Customer,40,F,2,28,3,1,2,674,0.722,0,1
Existing Customer,48,M,4,37,5,6,3,28544,0.078,0,0
Existing Customer,32,F,1,22,3,3,2,607,0.77,0,1
Existing Customer,33,F,2,36,4,1,1,5720,0.291,0,1
Attrited Customer,58,M,2,48,2,3,3,1847,0.548,1,0
Existing Customer,26,M,0,19,5,2,2,590,0.73,0,0
Existing Customer,46,M,0,36,3,3,2,33424,0.032,0,0
Existing Customer,39,F,1,29,4,3,2,1600,0.524,0,1
Existing Customer,36,F,1,25,6,3,3,1888,0,0,1
Attrited Customer,43,M,2,24,2,3,3,14447,0,1,0
Existing Customer,45,M,2,26,6,3,2,30719,0.05,0,0
Existing Customer,51,F,3,36,3,2,3,11156,0.115,0,1
Existing Customer,62,F,0,36,4,2,2,564,0.81,0,1
Existing Customer,58,M,0,38,6,3,3,1850,0.511,0,0
Existing Customer,42,M,4,36,5,1,0,1893,0.306,0,0
Existing Customer,49,M,4,44,3,1,1,1762,0.473,0,0
Attrited Customer,53,F,3,35,6,3,1,9786,0,1,1
Existing Customer,45,F,2,36,4,1,3,4523,0.294,0,1
Existing Customer,29,M,2,15,6,2,2,2523,0.393,0,0
Existing Customer,60,M,1,50,6,1,2,19553,0.099,0,0
Existing Customer,50,M,3,40,5,2,2,29695,0.054,0,0
Existing Customer,53,M,3,36,3,1,0,29189,0.055,0,0
Existing Customer,45,M,3,38,6,3,1,11573,0.104,0,0
Existing Customer,50,F,2,37,3,3,0,7706,0.096,0,1
Existing Customer,46,M,2,34,4,3,2,13616,0.048,0,0
Existing Customer,61,M,0,53,6,2,3,12507,0.134,0,0
Existing Customer,46,M,4,36,5,2,1,6088,0.219,0,0
Attrited Customer,62,F,1,56,2,1,2,8990,0,1,1
Existing Customer,43,F,3,33,6,2,3,4343,0,0,1
Existing Customer,54,M,4,50,4,2,0,837,0.709,0,0
Existing Customer,50,M,2,36,5,1,3,9697,0,0,0
Existing Customer,35,M,2,21,3,3,1,1124,0.621,0,0
Existing Customer,35,M,3,23,4,3,2,603,0.719,0,0
Existing Customer,36,F,1,36,6,3,1,3599,0.412,0,1
Existing Customer,42,M,3,36,5,2,2,16598,0.082,0,0
Existing Customer,39,F,2,32,6,3,0,1129,0.553,0,1
Existing Customer,50,M,1,45,5,2,2,33951,0,0,0
Attrited Customer,43,M,3,35,3,3,2,3312,0,1,0
Existing Customer,39,F,1,20,3,2,2,8839,0.112,0,1
Existing Customer,47,M,2,36,6,1,3,2225,0.428,0,0
Existing Customer,60,M,1,48,3,1,3,30655,0,0,0
Existing Customer,30,M,2,23,4,2,0,1604,0.465,0,0
Existing Customer,44,M,4,24,5,3,2,8831,0.2,0,0
Existing Customer,52,M,0,41,6,3,2,1592,0.53,0,0
Existing Customer,45,F,4,36,6,1,3,14339,0.103,0,1
Existing Customer,40,M,4,30,5,3,3,23893,0.051,0,0
Existing Customer,36,F,3,23,6,2,1,705,0.707,0,1
Existing Customer,65,F,0,53,4,3,0,3598,0.166,0,1
Existing Customer,35,F,0,24,6,1,1,365,0.859,0,1
Existing Customer,54,F,2,49,5,3,2,2959,0.46,0,1
Existing Customer,53,M,3,43,5,3,0,348,0.859,0,0
Existing Customer,62,F,1,44,3,2,3,768,0.677,0,1
Existing Customer,40,M,2,21,6,4,3,18454,0.08,0,0
Existing Customer,41,M,4,36,4,2,2,5988,0.253,0,0
Existing Customer,53,M,2,49,6,2,3,1402,0.586,0,0
Existing Customer,30,M,1,17,3,3,2,6275,0.206,0,0
Existing Customer,46,M,3,34,4,3,0,10788,0.062,0,0
Existing Customer,29,M,0,19,4,1,2,12150,0.109,0,0
Existing Customer,37,F,3,27,6,1,3,438,0.803,0,1
Existing Customer,51,F,1,40,4,1,1,2968,0.425,0,1
Existing Customer,31,M,0,21,3,3,0,429,0.801,0,0
Existing Customer,45,M,2,41,6,2,2,22009,0.054,0,0
Attrited Customer,57,M,1,36,2,3,2,9383,0.084,1,0
Existing Customer,43,M,3,30,3,2,1,919,0.645,0,0
Existing Customer,44,M,3,27,4,2,3,9144,0.149,0,0
Attrited Customer,53,M,2,46,4,3,1,7474,0,1,0
Existing Customer,32,F,3,36,3,1,3,3555,0,0,1
Existing Customer,53,M,1,38,6,3,2,21407,0.033,0,0
Attrited Customer,54,M,3,36,2,3,4,9107,0.037,1,0
Existing Customer,42,M,3,35,4,5,0,4084,0.343,0,0
Existing Customer,38,F,1,25,3,3,1,315,0.878,0,1
Existing Customer,44,M,2,39,6,2,2,1438.3,0,0,0
Existing Customer,54,M,2,43,6,3,1,4332,0.304,0,0
Existing Customer,37,F,4,36,5,3,1,576,0.814,0,1
Existing Customer,48,F,2,42,4,3,3,4076,0,0,1
Existing Customer,55,F,3,36,3,2,0,3738,0.231,0,1
Existing Customer,43,F,1,36,6,3,3,9851,0,0,1
Existing Customer,37,M,1,26,4,3,2,4832,0.342,0,0
Existing Customer,34,M,2,28,3,3,3,433,0.848,0,0
Existing Customer,46,F,4,36,4,3,2,15939,0.064,0,1
Existing Customer,32,M,1,24,6,2,3,7738,0.231,0,0
Existing Customer,53,M,3,41,6,1,2,725,0.545,0,0
Existing Customer,46,M,3,38,3,2,1,7090,0.163,0,0
Existing Customer,38,M,1,25,6,3,3,4901,0.118,0,0
Existing Customer,31,F,0,22,3,3,2,790,0.729,0,1
Existing Customer,38,M,2,36,3,3,3,4655,0.304,0,0
Attrited Customer,46,F,3,28,2,2,3,7484,0.125,1,1
Existing Customer,47,M,3,36,6,2,3,10569,0,0,0
Existing Customer,47,F,3,36,5,2,2,7051,0,0,1
Existing Customer,56,M,1,46,3,2,1,7875,0.222,0,0
Existing Customer,47,M,2,36,6,2,1,8311,0,0,0
Existing Customer,47,M,4,41,5,3,2,24800,0.062,0,0
Existing Customer,64,F,0,51,6,3,1,3778,0.232,0,1
Existing Customer,37,F,3,25,6,2,1,764.3,0.469,0,1
Existing Customer,42,M,1,29,5,2,2,25546,0.045,0,0
Existing Customer,41,M,4,34,4,3,3,33169,0.039,0,0
Existing Customer,65,F,0,36,3,3,2,691.3,0.519,0,1
Existing Customer,49,F,3,41,6,2,2,1111,0.406,0,1
Attrited Customer,54,M,5,36,5,2,3,14539,0,1,0
Existing Customer,46,M,3,36,5,1,3,25016,0.073,0,0
Existing Customer,50,M,2,36,3,1,3,3948,0.272,0,0
Existing Customer,50,F,3,34,6,1,3,5106,0.33,0,1
Existing Customer,48,F,1,39,3,3,3,3268,0.325,0,1
Existing Customer,62,F,0,52,6,1,1,976,0.636,0,1
Existing Customer,39,F,1,22,3,1,2,957,0.702,0,1
Existing Customer,46,M,1,39,4,3,3,3050,0.432,0,0
Attrited Customer,41,M,2,33,5,3,3,6552,0.181,1,0
Existing Customer,39,F,2,31,4,2,3,441.3,0.693,0,1
Existing Customer,46,M,2,34,3,3,3,560,0.809,0,0
Existing Customer,39,F,2,35,5,3,3,7756,0.16,0,1
Existing Customer,44,M,0,24,5,3,0,6734,0.238,0,0
Existing Customer,57,F,3,29,6,1,1,7380,0.161,0,1
Existing Customer,40,M,3,28,4,1,1,1856,0.479,0,0
Existing Customer,65,F,0,36,4,3,2,6034,0.259,0,1
Existing Customer,26,F,1,20,6,3,3,765.3,0.468,0,1
Existing Customer,47,M,2,33,4,2,2,1059,0.569,0,0
Existing Customer,47,M,4,34,5,2,3,2957,0.356,0,0
Attrited Customer,57,F,2,45,2,1,3,1438.3,0,1,1
Existing Customer,31,M,1,36,3,3,3,353,0.811,0,0
Existing Customer,54,M,4,49,3,1,2,4170,0.209,0,0
Existing Customer,43,F,2,36,3,3,3,18397,0.087,0,1
Existing Customer,39,M,2,35,4,3,2,4893,0.34,0,0
Existing Customer,53,M,3,44,3,2,3,10081,0.171,0,0
Existing Customer,44,M,3,37,3,2,3,6224,0,0,0
Existing Customer,59,M,0,49,3,3,3,3155,0.258,0,0
